"id","q","year","month","day"
"191",0.8975,1996,10,21
"191",0.855,1997,7,6
"191",0.505,1998,3,17
"191",0.35,1999,3,2
"191",0.32,2000,1,31
"191",0.7,2001,6,19
"191",1.44,2002,8,12
"191",0.425,2003,9,13
"191",0.3425,2004,1,14
"191",0.74,2005,7,11
"191",0.855,2006,8,7
"191",0.715,2007,9,7
"191",0.4175,2008,8,16
"191",1.19,2009,6,24
"191",1.2725,2010,7,5
"191",0.6,2011,1,14
"191",0.41,2012,12,23
"191",1.4825,2013,6,2
"191",0.79,2014,10,23
"191",0.33091,2015,1,10
"192",0.15771,1951,5,11
"192",0.22628,1952,5,26
"192",0.15085,1953,6,28
"192",0.51426,1954,7,9
"192",0.36341,1955,7,10
"192",0.26056,1956,9,14
"192",0.34284,1957,7,24
"192",0.3017,1958,6,29
"192",0.53826,1959,8,14
"192",0.18513,1960,8,14
"192",0.33598,1961,12,13
"192",0.19199,1962,7,4
"192",0.15085,1963,6,26
"192",0.31541,1964,11,19
"192",0.27427,1965,6,12
"192",0.28113,1966,7,1
"192",0.19885,1967,6,9
"192",0.22628,1968,7,21
"192",0.23999,1969,7,12
"192",0.26056,1970,7,18
"192",0.2057,1971,8,31
"192",0.17828,1972,7,14
"192",0.2537,1973,6,25
"192",0.28113,1974,7,22
"192",0.41827,1975,7,3
"192",0.26742,1976,6,5
"192",0.38741,1977,8,2
"192",0.19679,1978,9,9
"192",0.23862,1979,6,20
"192",0.23862,1980,7,4
"192",0.35998,1981,7,21
"192",0.21668,1982,6,27
"192",0.22628,1983,6,16
"192",0.21325,1984,7,29
"192",0.34901,1985,8,8
"192",0.13919,1986,1,19
"192",0.25987,1987,12,19
"192",0.21805,1988,6,6
"192",0.2201,1989,6,19
"192",0.2249,1990,7,10
"192",0.43609,1991,8,3
"192",0.30924,1992,11,24
"192",0.23725,1993,7,29
"192",0.21393,1994,5,19
"192",0.28593,1995,6,27
"192",0.30856,1996,10,22
"192",0.31679,1997,7,20
"192",0.23382,1998,11,11
"192",0.21668,1999,5,21
"192",0.20776,2000,5,12
"192",0.2681,2001,6,20
"192",0.47861,2002,8,13
"192",0.23039,2003,9,14
"192",0.20776,2004,6,4
"192",0.33187,2005,7,12
"192",0.32364,2006,8,8
"192",0.3641,2007,9,9
"192",0.19405,2008,8,16
"192",0.37644,2009,6,24
"192",0.32913,2010,6,3
"192",0.24273,2011,1,14
"192",0.20296,2012,1,22
"192",0.48066,2013,6,3
"192",0.26399,2014,10,24
"192",0.20961,2015,1,11
"193",0.22703,1961,5,12
"193",0.14054,1962,5,16
"193",0.20811,1963,3,19
"193",0.2973,1964,11,18
"193",0.2973,1965,6,10
"193",0.28378,1966,12,24
"193",0.20811,1967,4,6
"193",0.14324,1968,7,18
"193",0.1027,1969,7,12
"193",0.2973,1970,2,23
"193",0.17568,1971,6,12
"193",0.21351,1972,11,17
"193",0.12162,1973,12,5
"193",0.41892,1974,12,8
"193",0.21081,1975,7,19
"193",0.14892,1976,11,15
"193",0.25405,1977,8,1
"193",0.16919,1978,8,16
"193",0.23838,1979,11,27
"193",0.22378,1980,7,22
"193",0.24108,1981,7,19
"193",0.24378,1982,1,31
"193",0.20135,1983,1,5
"193",0.20135,1984,8,12
"193",0.28649,1985,8,6
"193",0.25405,1986,1,19
"193",0.33514,1987,3,3
"193",0.30541,1988,3,25
"193",0.18784,1989,8,9
"193",0.23216,1990,2,15
"193",0.45946,1991,7,17
"193",0.31351,1992,3,23
"193",0.18324,1993,3,17
"193",0.28919,1994,4,13
"193",0.32432,1995,4,1
"193",0.33243,1996,9,14
"193",0.35405,1997,7,6
"193",0.31351,1998,3,17
"193",0.5027,1999,2,21
"193",0.37297,2000,8,6
"193",0.34595,2001,12,6
"193",0.46216,2002,8,12
"193",0.15405,2003,1,27
"193",0.32162,2004,7,24
"193",0.28378,2005,3,19
"193",0.40811,2006,3,29
"193",0.27838,2007,9,6
"193",0.23027,2008,12,20
"193",0.27568,2009,3,13
"193",0.23514,2010,6,2
"193",0.31892,2011,1,13
"193",0.26351,2012,6,20
"193",0.45946,2013,6,2
"193",0.34865,2014,10,23
"193",0.24151,2015,1,4
"194",0.77064,1961,5,27
"194",0.51376,1962,5,14
"194",0.36697,1963,6,24
"194",0.52294,1964,5,8
"194",0.63303,1965,6,10
"194",0.63303,1966,6,30
"194",0.33945,1967,4,6
"194",0.72477,1968,7,18
"194",0.19266,1969,6,8
"194",0.73394,1970,7,31
"194",0.43119,1971,3,22
"194",0.72477,1972,7,25
"194",0.33945,1973,6,25
"194",0.72477,1974,12,8
"194",0.57798,1975,7,2
"194",0.56697,1976,6,3
"194",0.70734,1977,8,1
"194",0.34128,1978,10,26
"194",0.69541,1979,11,27
"194",0.52202,1980,6,27
"194",0.68807,1981,7,19
"194",0.40826,1982,1,31
"194",0.5156,1983,12,24
"194",0.42936,1984,8,13
"194",0.77339,1985,8,6
"194",0.4055,1986,1,19
"194",0.75413,1987,2,28
"194",0.67339,1988,12,5
"194",0.41284,1989,7,27
"194",0.57248,1990,7,4
"194",0.87339,1991,8,2
"194",0.60734,1992,3,23
"194",0.46147,1993,7,29
"194",0.58624,1994,5,19
"194",0.68349,1995,6,26
"194",0.47248,1996,10,21
"194",0.88991,1997,7,19
"194",0.52477,1998,3,17
"194",0.4789,1999,2,21
"194",0.42936,2000,8,6
"194",0.48807,2001,12,6
"194",1.04587,2002,8,12
"194",0.33761,2003,9,12
"194",0.37156,2004,6,3
"194",0.82385,2005,8,16
"194",0.46789,2006,9,8
"194",0.52936,2007,9,7
"194",0.41101,2008,12,21
"194",0.65963,2009,6,24
"194",1.04587,2010,6,2
"194",0.73303,2011,1,13
"194",0.72844,2012,6,20
"194",1.01835,2013,6,1
"194",1.02752,2014,10,23
"194",0.38281,2015,1,10
"195",0.79808,1976,6,3
"195",1.96474,1977,8,1
"195",0.71795,1978,10,26
"195",1.49359,1979,6,18
"195",1.02244,1980,6,27
"195",1.73718,1981,7,20
"195",1.24038,1982,8,1
"195",0.63141,1983,6,28
"195",0.90705,1984,8,26
"195",1.71795,1985,8,7
"195",0.33974,1986,1,19
"195",0.67308,1987,6,22
"195",0.67628,1988,4,13
"195",0.44872,1989,9,16
"195",0.6859,1990,7,4
"195",2.24359,1991,8,2
"195",1.16346,1992,11,23
"195",0.66987,1993,7,29
"195",0.9359,1994,4,26
"195",1.87179,1995,6,26
"195",1.22756,1996,10,21
"195",2.4359,1997,7,6
"195",0.74359,1998,9,18
"195",0.58654,1999,5,21
"195",1.11218,2000,8,3
"195",1.35897,2001,6,19
"195",2.47756,2002,8,12
"195",1.08013,2003,9,13
"195",0.97115,2004,6,3
"195",1.96474,2005,8,16
"195",2.3109,2006,8,7
"195",1.44872,2007,9,7
"195",0.82051,2008,8,16
"195",2.12179,2009,6,24
"195",3.39744,2010,7,5
"195",1.13141,2011,10,10
"195",0.57692,2012,6,13
"195",3.30128,2013,6,2
"195",2.07692,2014,10,23
"195",0.83368,2015,10,8
"196",0.06913,1951,5,15
"196",0.14474,1952,3,28
"196",0.06265,1953,7,14
"196",0.22683,1954,7,13
"196",0.12962,1955,7,24
"196",0.1145,1956,12,13
"196",0.1253,1957,7,29
"196",0.10369,1958,10,24
"196",0.23763,1959,8,16
"196",0.09073,1960,3,8
"196",0.10801,1961,5,20
"196",0.10801,1962,5,26
"196",0.06049,1963,3,30
"196",0.09937,1964,5,13
"196",0.14474,1965,5,12
"196",0.11017,1966,7,8
"196",0.09289,1967,6,10
"196",0.08425,1968,7,29
"196",0.04537,1969,4,30
"196",0.19011,1970,8,12
"196",0.06697,1971,6,23
"196",0.09721,1972,11,24
"196",0.10801,1973,5,11
"196",0.19011,1974,12,11
"196",0.14906,1975,7,2
"196",0.10521,1976,6,4
"196",0.11817,1977,8,10
"196",0.089,1978,10,27
"196",0.13502,1979,3,16
"196",0.1173,1980,5,5
"196",0.13372,1981,7,24
"196",0.1199,1982,1,31
"196",0.0957,1983,1,7
"196",0.097,1984,8,14
"196",0.14863,1985,8,9
"196",0.11298,1986,1,20
"196",0.14971,1987,3,6
"196",0.14193,1988,3,28
"196",0.10715,1989,1,9
"196",0.10953,1990,6,15
"196",0.15187,1991,8,5
"196",0.12054,1992,3,25
"196",0.10629,1993,7,29
"196",0.12184,1994,4,18
"196",0.12054,1995,9,3
"196",0.11277,1996,9,16
"196",0.12746,1997,7,7
"196",0.13027,1998,3,20
"196",0.12724,1999,2,23
"196",0.11147,2000,3,17
"196",0.10585,2001,6,19
"196",0.15554,2002,8,13
"196",0.0849,2003,10,10
"196",0.1078,2004,6,4
"196",0.12919,2005,7,13
"196",0.1577,2006,4,6
"196",0.15079,2007,9,11
"196",0.10801,2008,3,16
"196",0.17002,2009,6,29
"196",0.13739,2010,7,5
"196",0.12616,2011,1,14
"196",0.12292,2012,1,22
"196",0.20199,2013,6,4
"196",0.14085,2014,10,25
"196",0.10958,2015,1,11
"197",0.19157,1976,6,2
"197",0.2658,1977,4,13
"197",0.38816,1978,8,16
"197",0.38616,1979,11,27
"197",0.26279,1980,7,22
"197",0.38516,1981,7,20
"197",0.29188,1982,1,31
"197",0.24173,1983,12,24
"197",0.17653,1984,2,7
"197",0.57974,1985,8,6
"197",0.27081,1986,1,19
"197",0.39519,1987,3,2
"197",0.35607,1988,12,5
"197",0.23069,1989,2,19
"197",0.33701,1990,2,15
"197",0.95085,1991,8,2
"197",0.3651,1992,3,23
"197",0.40822,1993,3,17
"197",0.48445,1994,4,13
"197",0.45135,1995,9,2
"197",0.55868,1996,10,21
"197",0.7332,1997,7,6
"197",0.39318,1998,3,17
"197",0.45737,1999,2,20
"197",0.37111,2000,3,17
"197",0.32899,2001,9,9
"197",0.91174,2002,8,12
"197",0.21665,2003,1,28
"197",0.26981,2004,7,25
"197",0.40722,2005,3,19
"197",0.36209,2006,3,29
"197",0.37914,2007,9,7
"197",0.31996,2008,12,21
"197",0.63089,2009,6,24
"197",0.60883,2010,6,3
"197",0.75928,2011,1,13
"197",0.67503,2012,6,20
"197",0.95186,2013,6,2
"197",0.62788,2014,10,23
"197",0.38577,2015,1,4
"198",0.16954,1976,1,12
"198",0.36661,1977,8,1
"198",0.16145,1978,7,10
"198",0.58176,1979,3,12
"198",0.49398,1980,7,22
"198",0.77453,1981,7,20
"198",0.78313,1982,1,31
"198",0.39415,1983,11,29
"198",0.43718,1984,2,7
"198",2.22031,1985,8,6
"198",0.7969,1986,1,19
"198",0.46299,1987,5,20
"198",0.7074,1988,12,5
"198",0.3494,1989,7,3
"198",0.75215,1990,2,15
"198",0.91222,1991,8,2
"198",0.38038,1992,3,23
"198",0.37522,1993,3,17
"198",0.7883,1994,4,13
"198",0.57315,1995,9,1
"198",0.66437,1996,10,21
"198",1.52668,1997,7,6
"198",0.32702,1998,3,17
"198",0.6747,1999,2,20
"198",0.41997,2000,3,17
"198",0.64716,2001,12,30
"198",1.63511,2002,8,12
"198",0.35284,2003,1,2
"198",0.42857,2004,10,9
"198",0.65232,2005,8,16
"198",0.48881,2006,8,7
"198",0.57659,2007,1,19
"198",0.51291,2008,11,21
"198",0.64028,2009,6,24
"198",2.03098,2010,7,5
"198",0.67986,2011,1,13
"198",0.59725,2012,12,23
"198",0.97762,2013,6,9
"198",0.84854,2014,8,4
"198",1.39223,2015,6,8
"199",0.13864,1961,12,12
"199",0.14165,1962,5,14
"199",0.06932,1963,3,19
"199",0.37673,1964,11,18
"199",0.24111,1965,6,10
"199",0.27728,1966,8,16
"199",0.20193,1967,1,27
"199",0.22001,1968,1,15
"199",0.09042,1969,6,8
"199",0.43701,1970,2,23
"199",0.10549,1971,6,20
"199",0.23508,1972,11,17
"199",0.15672,1973,11,16
"199",0.3918,1974,12,8
"199",0.40687,1975,7,2
"199",0.16004,1976,6,2
"199",0.26251,1977,8,1
"199",0.19138,1978,8,17
"199",0.37975,1979,3,12
"199",0.28993,1980,7,22
"199",0.40989,1981,7,20
"199",0.47619,1982,1,31
"199",0.2833,1983,12,24
"199",0.22303,1984,2,7
"199",0.61483,1985,8,6
"199",0.38879,1986,1,19
"199",0.32851,1987,3,2
"199",0.41591,1988,12,5
"199",0.19228,1989,2,19
"199",0.40084,1990,2,15
"199",0.64497,1991,8,2
"199",0.30741,1992,3,23
"199",0.30741,1993,3,17
"199",0.45509,1994,4,13
"199",0.34961,1995,9,2
"199",0.34961,1996,10,21
"199",0.44907,1997,7,6
"199",0.27517,1998,3,17
"199",0.37372,1999,2,20
"199",0.29626,2000,3,17
"199",0.30741,2001,12,30
"199",0.75949,2002,8,12
"199",0.1531,2003,1,2
"199",0.17239,2004,1,14
"199",0.34659,2005,8,16
"199",0.28963,2006,3,29
"199",0.31947,2007,9,7
"199",0.24081,2008,12,21
"199",0.35865,2009,6,24
"199",0.36166,2010,6,3
"199",0.53948,2011,1,13
"199",0.40084,2012,12,23
"199",0.53647,2013,6,2
"199",0.29355,2014,10,23
"199",0.25794,2015,6,9
"200",0.2607,1976,1,6
"200",0.35603,1977,8,9
"200",0.30156,1978,10,26
"200",0.56226,1979,3,12
"200",0.47471,1980,7,22
"200",0.71595,1981,7,20
"200",0.49027,1982,1,31
"200",0.90661,1983,8,25
"200",0.21595,1984,9,17
"200",1.12646,1985,8,6
"200",0.43191,1986,1,19
"200",0.82685,1987,3,2
"200",0.5214,1988,12,5
"200",0.25875,1989,1,7
"200",0.46887,1990,2,15
"200",1.0642,1991,7,17
"200",0.46498,1992,11,23
"200",0.393,1993,3,17
"200",0.57588,1994,4,13
"200",0.42412,1995,9,2
"200",0.607,1996,10,21
"200",0.92802,1997,7,6
"200",0.52335,1998,3,17
"200",0.49027,1999,3,2
"200",0.57977,2000,8,6
"200",0.57782,2001,5,5
"200",1.21012,2002,8,12
"200",0.20233,2003,1,28
"200",0.32685,2004,1,14
"200",0.50195,2005,7,11
"200",0.4572,2006,3,29
"200",0.5214,2007,9,6
"200",0.38521,2008,12,21
"200",0.67704,2009,6,24
"200",0.66342,2010,6,2
"200",0.79767,2011,1,13
"200",0.56615,2012,12,23
"200",1.06615,2013,6,2
"200",0.64202,2014,10,23
"200",0.45351,2015,1,4
"201",0.18161,1976,6,3
"201",0.23708,1977,8,1
"201",0.15388,1978,8,17
"201",0.34444,1979,11,28
"201",0.25945,1980,7,22
"201",0.37128,1981,7,20
"201",0.40259,1982,1,31
"201",0.22165,1983,12,24
"201",0.17915,1984,2,7
"201",0.52785,1985,8,6
"201",0.35786,1986,1,19
"201",0.3176,1987,3,3
"201",0.36457,1988,12,5
"201",0.18609,1989,2,19
"201",0.33997,1990,2,15
"201",0.52561,1991,8,3
"201",0.30642,1992,3,23
"201",0.30418,1993,3,17
"201",0.42272,1994,4,13
"201",0.37128,1995,9,2
"201",0.37799,1996,10,22
"201",0.44733,1997,7,6
"201",0.3176,1998,3,17
"201",0.40036,1999,2,20
"201",0.27734,2000,3,17
"201",0.30866,2001,12,30
"201",0.71572,2002,8,12
"201",0.18161,2003,1,2
"201",0.21941,2004,1,14
"201",0.34892,2005,8,16
"201",0.27063,2006,8,7
"201",0.29971,2007,9,6
"201",0.22344,2008,12,21
"201",0.33326,2009,6,24
"201",0.32431,2010,6,3
"201",0.51219,2011,1,13
"201",0.36681,2012,12,23
"201",0.57482,2013,6,2
"201",0.34892,2014,10,23
"201",0.26248,2015,6,9
"202",0.08422,1951,5,11
"202",0.15265,1952,3,22
"202",0.05895,1953,7,11
"202",0.44215,1954,7,9
"202",0.12107,1955,4,9
"202",0.28108,1956,3,3
"202",0.2316,1957,7,23
"202",0.24529,1958,6,28
"202",0.54743,1959,8,13
"202",0.14001,1960,8,13
"202",0.18423,1961,2,9
"202",0.12107,1962,1,26
"202",0.04737,1963,3,20
"202",0.12107,1964,11,18
"202",0.1158,1965,5,8
"202",0.13159,1966,7,24
"202",0.14738,1967,1,27
"202",0.1158,1968,8,8
"202",0.07264,1969,6,8
"202",0.28424,1970,2,23
"202",0.0958,1971,6,20
"202",0.10422,1972,11,17
"202",0.0958,1973,11,17
"202",0.37899,1974,12,8
"202",0.24213,1975,7,2
"202",0.12949,1976,6,3
"202",0.14949,1977,4,14
"202",0.10422,1978,10,26
"202",0.20844,1979,11,28
"202",0.16107,1980,7,22
"202",0.25266,1981,7,20
"202",0.26319,1982,1,31
"202",0.14738,1983,1,5
"202",0.1137,1984,2,7
"202",0.33688,1985,8,6
"202",0.21686,1986,1,19
"202",0.21055,1987,3,3
"202",0.21265,1988,12,5
"202",0.12738,1989,1,8
"202",0.18634,1990,2,15
"202",0.32319,1991,8,3
"202",0.19686,1992,3,23
"202",0.16528,1993,3,17
"202",0.2674,1994,4,13
"202",0.21476,1995,9,2
"202",0.22529,1996,10,21
"202",0.27055,1997,7,6
"202",0.19897,1998,3,17
"202",0.24529,1999,2,20
"202",0.19897,2000,3,17
"202",0.18949,2001,12,30
"202",0.42215,2002,8,12
"202",0.11896,2003,1,2
"202",0.14738,2004,6,4
"202",0.22634,2005,8,16
"202",0.21055,2006,3,29
"202",0.21686,2007,9,7
"202",0.14107,2008,3,15
"202",0.26424,2009,6,24
"202",0.22845,2010,6,3
"202",0.3053,2011,1,14
"202",0.22634,2012,12,23
"202",0.39267,2013,6,2
"202",0.2295,2014,10,23
"202",0.12332,2015,4,2
"203",0.38025,1976,6,3
"203",0.8037,1977,8,1
"203",0.37407,1978,10,26
"203",0.63704,1979,11,27
"203",0.5642,1980,6,27
"203",0.66173,1981,7,20
"203",0.57654,1982,7,27
"203",0.45802,1983,6,27
"203",0.35185,1984,9,24
"203",0.82716,1985,8,6
"203",0.41481,1986,6,21
"203",2,1987,9,5
"203",0.81111,1988,4,13
"203",0.38395,1989,1,8
"203",0.59012,1990,2,15
"203",0.91605,1991,8,2
"203",0.52963,1992,3,23
"203",0.41852,1993,7,29
"203",0.43333,1994,4,18
"203",0.46667,1995,6,25
"203",0.73333,1996,6,1
"203",1.04691,1997,7,6
"203",0.6,1998,3,17
"203",0.47901,1999,2,20
"203",0.4716,2000,8,3
"203",0.55309,2001,7,20
"203",1.23457,2002,8,12
"203",0.25309,2003,10,5
"203",0.49012,2004,6,3
"203",0.79506,2005,5,30
"203",0.71975,2006,8,7
"203",0.76914,2007,9,6
"203",0.43086,2008,3,15
"203",1.0321,2009,6,24
"203",1.17778,2010,7,5
"203",0.53086,2011,1,13
"203",0.5716,2012,6,13
"203",1.41975,2013,6,2
"203",1.01235,2014,10,23
"203",0.50191,2015,1,4
"204",0.26502,1976,8,18
"204",0.75336,1977,9,4
"204",0.2426,1978,8,16
"204",0.4574,1979,3,12
"204",0.47534,1980,7,4
"204",0.32018,1981,2,8
"204",0.75785,1982,1,31
"204",0.38386,1983,6,28
"204",0.23139,1984,2,7
"204",0.8565,1985,8,6
"204",0.713,1986,1,14
"204",0.56502,1987,2,9
"204",0.47085,1988,12,5
"204",0.33543,1989,8,6
"204",0.75336,1990,2,15
"204",0.5426,1991,6,27
"204",0.34484,1992,3,23
"204",0.4574,1993,1,7
"204",0.58296,1994,4,13
"204",0.43991,1995,9,2
"204",0.78027,1996,5,21
"204",0.47982,1997,7,5
"204",0.74888,1998,6,26
"204",0.66368,1999,2,20
"204",0.72646,2000,1,30
"204",0.4574,2001,12,29
"204",0.90583,2002,8,12
"204",0.4574,2003,1,2
"204",0.30224,2004,8,26
"204",0.63677,2005,7,16
"204",0.5426,2006,3,26
"204",0.55605,2007,11,11
"204",0.33543,2008,11,21
"204",0.80269,2009,7,7
"204",0.58744,2010,7,5
"204",0.61435,2011,1,13
"204",0.68161,2012,12,23
"204",0.64574,2013,6,2
"204",0.41614,2014,10,23
"204",0.35336,2015,1,4
"205",0.1226,1976,6,3
"205",0.1632,1977,2,8
"205",0.10031,1978,10,26
"205",0.20938,1979,11,28
"205",0.14091,1980,7,22
"205",0.23247,1981,7,20
"205",0.27466,1982,1,31
"205",0.14091,1983,1,5
"205",0.10031,1984,2,7
"205",0.27784,1985,8,6
"205",0.19027,1986,1,19
"205",0.1839,1987,3,3
"205",0.21097,1988,3,21
"205",0.12897,1989,1,8
"205",0.15683,1990,2,15
"205",0.31367,1991,8,2
"205",0.19823,1992,3,23
"205",0.14569,1993,3,17
"205",0.24361,1994,4,14
"205",0.18868,1995,9,2
"205",0.20142,1996,10,22
"205",0.26511,1997,7,6
"205",0.19505,1998,3,17
"205",0.22291,1999,2,21
"205",0.15922,2000,3,17
"205",0.16559,2001,12,30
"205",0.37815,2002,8,12
"205",0.10509,2003,1,3
"205",0.15365,2004,6,4
"205",0.25316,2005,7,11
"205",0.24122,2006,3,29
"205",0.29615,2007,9,7
"205",0.15365,2008,3,15
"205",0.31048,2009,6,24
"205",0.27386,2010,7,5
"205",0.27227,2011,1,14
"205",0.21734,2012,12,23
"205",0.40522,2013,6,2
"205",0.28421,2014,10,23
"205",0.12136,2015,1,4
"206",0.17111,1976,6,3
"206",0.2532,1977,8,1
"206",0.12587,1978,10,26
"206",0.19702,1979,6,18
"206",0.19118,1980,7,4
"206",0.26196,1981,7,21
"206",0.17257,1982,1,31
"206",0.14046,1983,1,6
"206",0.13791,1984,7,29
"206",0.26852,1985,8,7
"206",0.16236,1986,1,19
"206",0.20249,1987,12,19
"206",0.19118,1988,12,5
"206",0.12587,1989,9,16
"206",0.16017,1990,7,10
"206",0.3601,1991,8,3
"206",0.22949,1992,11,23
"206",0.18279,1993,7,29
"206",0.18206,1994,4,18
"206",0.21088,1995,9,2
"206",0.25867,1996,10,22
"206",0.25211,1997,7,6
"206",0.16929,1998,11,11
"206",0.12551,1999,5,12
"206",0.1463,2000,3,17
"206",0.17221,2001,12,7
"206",0.36922,2002,8,13
"206",0.15396,2003,10,10
"206",0.19446,2004,6,4
"206",0.22912,2005,8,16
"206",0.23934,2006,8,7
"206",0.27473,2007,9,7
"206",0.1401,2008,3,15
"206",0.32508,2009,6,24
"206",0.25758,2010,6,3
"206",0.21964,2011,1,14
"206",0.18862,2012,1,22
"206",0.38309,2013,6,2
"206",0.24153,2014,10,23
"206",0.16673,2015,1,11
"207",0.24017,1961,2,9
"207",0.30568,1962,5,14
"207",0.15939,1963,3,13
"207",0.50218,1964,11,18
"207",0.32751,1965,6,10
"207",0.85153,1966,7,24
"207",0.10262,1967,1,27
"207",0.45852,1968,1,15
"207",0.10699,1969,9,16
"207",0.65502,1970,2,22
"207",0.15066,1971,3,23
"207",0.31659,1972,7,25
"207",0.15066,1973,11,17
"207",0.3821,1974,6,27
"207",0.61135,1975,6,16
"207",0.1107,1976,1,6
"207",0.6441,1977,9,4
"207",0.09847,1978,8,16
"207",0.34716,1979,6,18
"207",0.18493,1980,4,25
"207",0.28384,1981,12,5
"207",0.90175,1982,1,31
"207",0.13384,1983,6,28
"207",0.08537,1984,2,7
"207",0.67686,1985,8,6
"207",0.55459,1986,1,19
"207",0.33843,1987,2,9
"207",0.27729,1988,3,25
"207",0.16004,1989,4,17
"207",0.68777,1990,2,15
"207",0.4083,1991,6,27
"207",0.1679,1992,3,23
"207",0.20699,1993,10,24
"207",0.40175,1994,4,13
"207",0.1738,1995,9,2
"207",1.19869,1996,8,25
"207",0.48035,1997,7,18
"207",0.20939,1998,7,23
"207",0.48253,1999,2,20
"207",0.53275,2000,1,30
"207",0.60044,2001,8,17
"207",0.79476,2002,8,12
"207",0.40393,2003,1,2
"207",0.20502,2004,1,13
"207",0.50655,2005,2,12
"207",0.41048,2006,3,26
"207",0.37336,2007,1,19
"207",0.12773,2008,3,14
"207",0.48253,2009,7,7
"207",0.1155,2010,6,2
"207",0.28166,2011,1,13
"207",0.43886,2012,12,23
"207",0.62445,2013,6,2
"207",0.48472,2014,8,4
"207",0.23025,2015,4,2
"208",0.2628,1976,6,3
"208",1.11316,1977,8,1
"208",0.33732,1978,10,26
"208",0.47531,1979,11,27
"208",0.27906,1980,7,22
"208",0.60718,1981,7,20
"208",0.26035,1982,7,27
"208",0.24256,1983,12,24
"208",0.17479,1984,9,17
"208",0.56118,1985,8,7
"208",0.26863,1986,1,19
"208",0.33119,1987,3,2
"208",0.42012,1988,4,13
"208",0.20822,1989,6,18
"208",0.27323,1990,7,10
"208",0.8801,1991,12,23
"208",0.54278,1992,11,23
"208",0.38945,1993,7,29
"208",0.35879,1994,5,19
"208",0.37105,1995,9,2
"208",0.65624,1996,10,22
"208",0.73597,1997,7,6
"208",0.36799,1998,3,17
"208",0.27906,1999,3,2
"208",0.23152,2000,1,31
"208",0.27875,2001,6,19
"208",1.19595,2002,8,12
"208",0.18798,2003,8,1
"208",0.2168,2004,5,16
"208",0.83103,2005,7,11
"208",1.03036,2006,8,7
"208",0.63171,2007,9,7
"208",0.2766,2008,8,16
"208",1.00889,2009,6,24
"208",0.72984,2010,6,2
"208",0.45078,2011,1,14
"208",0.32505,2012,6,13
"208",1.04262,2013,6,2
"208",0.7605,2014,10,23
"208",0.24309,2015,12,1
"209",0.32584,1966,6,30
"209",0.19326,1967,6,1
"209",0.31461,1968,7,18
"209",0.25843,1969,6,8
"209",0.49438,1970,8,10
"209",0.2809,1971,3,23
"209",0.20225,1972,7,14
"209",0.42697,1973,6,25
"209",0.39326,1974,6,13
"209",0.58427,1975,7,2
"209",0.2164,1976,6,3
"209",0.97079,1977,8,1
"209",0.30787,1978,10,26
"209",0.37528,1979,6,19
"209",0.26067,1980,6,27
"209",0.4764,1981,7,20
"209",0.29438,1982,5,29
"209",0.25393,1983,12,24
"209",0.18157,1984,9,17
"209",0.47416,1985,8,6
"209",0.2427,1986,1,19
"209",0.28989,1987,12,18
"209",0.34382,1988,4,14
"209",0.22921,1989,6,18
"209",0.2427,1990,2,15
"209",0.60225,1991,12,23
"209",0.39101,1992,11,23
"209",0.28989,1993,7,29
"209",0.32135,1994,5,19
"209",0.30112,1995,9,2
"209",0.50787,1996,10,22
"209",0.55506,1997,7,6
"209",0.39775,1998,3,18
"209",0.26742,1999,3,2
"209",0.21978,2000,1,31
"209",0.29438,2001,12,7
"209",0.98876,2002,8,12
"209",0.17079,2003,10,10
"209",0.24045,2004,6,4
"209",0.62022,2005,7,11
"209",0.78652,2006,8,7
"209",0.5618,2007,9,7
"209",0.2382,2008,3,15
"209",0.80225,2009,6,24
"209",0.57753,2010,6,3
"209",0.35955,2011,1,14
"209",0.28989,2012,6,13
"209",0.85393,2013,6,2
"209",0.58876,2014,10,23
"209",0.19954,2015,1,10
"210",0.06296,1971,6,12
"210",0.041,1972,4,17
"210",0.04978,1973,11,17
"210",0.06003,1974,12,8
"210",0.1757,1975,7,2
"210",0.07716,1976,11,15
"210",0.13777,1977,8,2
"210",0.03309,1978,10,26
"210",0.10893,1979,11,28
"210",0.05081,1980,4,25
"210",0.08741,1981,2,8
"210",0.12811,1982,1,31
"210",0.0631,1983,1,6
"210",0.03558,1984,4,9
"210",0.18594,1985,8,7
"210",0.10322,1986,1,15
"210",0.09839,1987,2,10
"210",0.08097,1988,12,11
"210",0.0489,1989,5,1
"210",0.07789,1990,2,16
"210",0.18302,1991,8,3
"210",0.09078,1992,3,23
"210",0.08141,1993,3,18
"210",0.11449,1994,4,13
"210",0.06735,1995,1,26
"210",0.16105,1996,5,15
"210",0.06574,1997,7,6
"210",0.11977,1998,3,18
"210",0.13455,1999,2,21
"210",0.08067,2000,1,31
"210",0.10498,2001,12,30
"210",0.32943,2002,8,12
"210",0.07321,2003,1,28
"210",0.07994,2004,1,14
"210",0.11391,2005,7,10
"210",0.11845,2006,3,27
"210",0.1388,2007,9,7
"210",0.06706,2008,11,21
"210",0.25915,2009,6,24
"210",0.13631,2010,7,5
"210",0.09122,2011,1,14
"210",0.10015,2012,12,24
"210",0.25329,2013,6,2
"210",0.08419,2014,10,24
"210",0.0484,2015,5,24
"211",0.02927,1976,11,16
"211",0.06742,1977,2,6
"211",0.05627,1978,3,2
"211",0.06882,1979,3,30
